config->entry:/usr/lib/gcc/x86_64-linux-gnu/9/../../../x86_64-linux-gnu/Scrt1.o--_start
Symbol User;Symbol Owner;SymbolSymbol Kind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(VirtualFileSystem.cpp.o);llvm::vfs::getRealFileSystem();DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::errs();DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::operator<<(llvm::formatv_object_base const&);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::operator<<(llvm::FormattedNumber const&);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::write(char const*, unsigned long);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::outs();DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::operator<<(unsigned long);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMSymbolize.a(Symbolize.cpp.o);llvm::symbolize::LLVMSymbolizer::flush();DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::stringCFIProtectionStatus(llvm::cfi_verify::CFIProtectionStatus);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::printInstruction(llvm::cfi_verify::FileAnalysis::Instr const&, llvm::raw_ostream&) const;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::symbolizeInlinedCode(llvm::object::SectionedAddress);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::IgnoreDWARFFlag;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::validateCFIProtection(llvm::cfi_verify::GraphResult const&) const;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::getInstructionOrDie(unsigned long) const;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::getIndirectInstructions() const;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(FileAnalysis.cpp.o);llvm::cfi_verify::FileAnalysis::Create(llvm::StringRef);DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(GraphBuilder.cpp.o);llvm::cfi_verify::GraphResult::printToDOT(llvm::cfi_verify::FileAnalysis const&, llvm::raw_ostream&) const;DefinedKind
tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;lib/libLLVMCFIVerify.a(GraphBuilder.cpp.o);llvm::cfi_verify::GraphBuilder::buildFlowGraph(llvm::cfi_verify::FileAnalysis const&, llvm::object::SectionedAddress);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;std::_Function_handler<void (bool const&), llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::Callback::'lambda'(bool const&)>::_M_invoke(std::_Any_data const&, bool const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::~opt();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::~opt();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::~opt();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;vtable for llvm::cl::OptionValue<bool>;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;llvm::cl::OptionValueCopy<bool>::compare(llvm::cl::GenericOptionValue const&) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);tools/llvm-cfi-verify/CMakeFiles/llvm-cfi-verify.dir/llvm-cfi-verify.cpp.o;std::_Function_base::_Base_manager<llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::Callback::'lambda'(bool const&)>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<llvm::cl::opt<bool, false, llvm::cl::parser<bool> >::Callback::'lambda'(bool const&)> const&, std::_Manager_operation);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Desc.a(X86ATTInstPrinter.cpp.o);llvm::X86ATTInstPrinter::getRegisterName(unsigned int);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Desc.a(X86IntelInstPrinter.cpp.o);llvm::X86IntelInstPrinter::getRegisterName(unsigned int);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Desc.a(X86MCTargetDesc.cpp.o);llvm::getX86SubSuperRegister(llvm::MCRegister, unsigned int, bool);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Desc.a(X86MCTargetDesc.cpp.o);llvm::getX86SubSuperRegisterOrZero(llvm::MCRegister, unsigned int, bool);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Desc.a(X86MCTargetDesc.cpp.o);llvm::X86MCRegisterClasses;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Info.a(X86TargetInfo.cpp.o);llvm::getTheX86_32Target();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMX86Info.a(X86TargetInfo.cpp.o);llvm::getTheX86_64Target();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCContext.cpp.o);llvm::MCContext::getOrCreateSymbol(llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCContext.cpp.o);llvm::MCContext::getDirectionalLocalSymbol(unsigned int, bool);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCTargetExpr::anchor();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCExpr::evaluateAsAbsolute(long&, llvm::MCAssembler const*) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCBinaryExpr::create(llvm::MCBinaryExpr::Opcode, llvm::MCExpr const*, llvm::MCExpr const*, llvm::MCContext&, llvm::SMLoc);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCSymbolRefExpr::create(llvm::MCSymbol const*, llvm::MCSymbolRefExpr::VariantKind, llvm::MCContext&, llvm::SMLoc);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCConstantExpr::create(long, llvm::MCContext&, bool, unsigned int);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCExpr.cpp.o);llvm::MCExpr::findAssociatedFragment() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCSubtargetInfo.cpp.o);vtable for llvm::MCSubtargetInfo;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMC.a(MCSubtargetInfo.cpp.o);llvm::MCSubtargetInfo::ToggleFeature(llvm::FeatureBitset const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmLexer.cpp.o);llvm::AsmToken::getEndLoc() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmLexer.cpp.o);llvm::MCAsmLexer::getLoc() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmLexer.cpp.o);llvm::AsmToken::getLoc() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::parseTokenLoc(llvm::SMLoc&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::TokError(llvm::Twine const&, llvm::SMRange);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::addErrorSuffix(llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::parseIntToken(long&, llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::parseEOL(llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::getTok() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::Error(llvm::SMLoc, llvm::Twine const&, llvm::SMRange);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::parseToken(llvm::AsmToken::TokenKind, llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::parseOptionalToken(llvm::AsmToken::TokenKind);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);vtable for llvm::MCParsedAsmOperand;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCAsmParser::check(bool, llvm::SMLoc, llvm::Twine const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParser.cpp.o);llvm::MCParsedAsmOperand::dump() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCAsmParserExtension.cpp.o);llvm::MCAsmParserExtension::Initialize(llvm::MCAsmParser&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCTargetAsmParser.cpp.o);llvm::MCTargetAsmParser::MCTargetAsmParser(llvm::MCTargetOptions const&, llvm::MCSubtargetInfo const&, llvm::MCInstrInfo const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCTargetAsmParser.cpp.o);llvm::MCTargetAsmParser::getSTI() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCTargetAsmParser.cpp.o);llvm::MCTargetAsmParser::~MCTargetAsmParser();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMMCParser.a(MCTargetAsmParser.cpp.o);llvm::MCTargetAsmParser::copySTI();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(APInt.cpp.o);llvm::APInt::AssignSlowCase(llvm::APInt const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(APInt.cpp.o);llvm::APInt::initSlowCase(llvm::APInt const&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);llvm::cl::GeneralCategory;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);llvm::cl::Option::setArgStr(llvm::StringRef);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);llvm::cl::Option::addArgument();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);vtable for llvm::cl::opt<bool, false, llvm::cl::parser<bool> >;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);llvm::cl::GenericOptionValue::anchor();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(CommandLine.cpp.o);vtable for llvm::cl::parser<bool>;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(ErrorHandling.cpp.o);llvm::report_fatal_error(char const*, bool);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(MemAlloc.cpp.o);llvm::allocate_buffer(unsigned long, unsigned long);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(SmallVector.cpp.o);llvm::SmallVectorBase<unsigned int>::mallocForGrow(unsigned long, unsigned long, unsigned long&);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(SmallVector.cpp.o);llvm::SmallVectorBase<unsigned int>::grow_pod(void*, unsigned long, unsigned long);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(SmallVector.cpp.o);llvm::SmallVectorBase<unsigned long>::grow_pod(void*, unsigned long, unsigned long);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(StringRef.cpp.o);llvm::StringRef::getAsInteger(unsigned int, llvm::APInt&) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(StringRef.cpp.o);llvm::StringRef::lower[abi:cxx11]() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(StringRef.cpp.o);llvm::StringRef::upper[abi:cxx11]() const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(StringRef.cpp.o);llvm::StringRef::compare_lower(llvm::StringRef) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(StringRef.cpp.o);llvm::StringRef::find(llvm::StringRef, unsigned long) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(Twine.cpp.o);llvm::Twine::toVector(llvm::SmallVectorImpl<char>&) const;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::write(char const*, unsigned long);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::write(unsigned char);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);vtable for llvm::raw_svector_ostream;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::SetBufferAndMode(char*, unsigned long, llvm::raw_ostream::BufferKind);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);vtable for llvm::raw_pwrite_stream;DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::~raw_ostream();DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::operator<<(long);DefinedKind
lib/libLLVMX86AsmParser.a(X86AsmParser.cpp.o);lib/libLLVMSupport.a(raw_ostream.cpp.o);llvm::raw_ostream::operator<<(unsigned long);DefinedKind
